wall,env_steps,update,mean_return,mean_percent,best_percent,pi_loss,v_loss,entropy,kl,clip_frac,steps_per_sec
14396.4,790016,773,1.014,0.2014,0.2679,-0.0069,0.0049,0.3187,0.00613,0.0256,56.6
14414.7,791040,774,1.016,0.2016,0.2679,-0.0084,0.0071,0.2988,0.01003,0.0322,56.5
14433.0,792064,775,1.017,0.2017,0.2679,-0.0033,0.0042,0.3128,0.00295,0.0093,56.5
14450.2,793088,776,1.017,0.2017,0.2679,-0.0077,0.0031,0.2637,0.00055,0.0181,60.0
14468.5,794112,777,1.021,0.2021,0.2679,-0.0065,0.001,0.3609,0.00248,0.031,56.6
14486.7,795136,778,1.025,0.2025,0.2679,-0.005,0.0014,0.3419,0.00343,0.0151,56.6
14505.0,796160,779,1.029,0.2029,0.2679,-0.0042,0.0012,0.2487,0.00183,0.0168,56.6
14522.3,797184,780,1.029,0.2029,0.2679,-0.0026,0.0008,0.2466,0.00409,0.0161,59.9
14540.5,798208,781,1.032,0.2032,0.2679,-0.0068,0.0039,0.3566,0.00182,0.0205,56.5
14558.8,799232,782,1.036,0.2036,0.2679,-0.0064,0.0009,0.3444,0.00588,0.0259,56.6
14577.1,800256,783,1.039,0.2039,0.2679,-0.007,0.0009,0.2611,0.00284,0.0249,56.6
14595.4,801280,784,1.042,0.2042,0.2679,-0.006,0.0044,0.3006,0.00235,0.0198,56.5
14612.6,802304,785,1.042,0.2042,0.2679,-0.0088,0.0006,0.3223,0.00271,0.0183,60.1
14630.9,803328,786,1.043,0.2043,0.2679,-0.0016,0.0026,0.3537,7e-05,0.0051,56.5
14649.2,804352,787,1.044,0.2044,0.2679,-0.0022,0.0052,0.3486,0.00107,0.0078,56.5
14667.4,805376,788,1.046,0.2046,0.2679,-0.0062,0.0038,0.367,0.00331,0.0225,56.6
14685.7,806400,789,1.05,0.205,0.2679,-0.0088,0.0014,0.3118,0.00512,0.0334,56.5
14704.0,807424,790,1.053,0.2053,0.2679,-0.0046,0.0013,0.2818,0.00503,0.0315,56.5
14721.2,808448,791,1.053,0.2053,0.2679,-0.007,0.0005,0.3065,0.00405,0.0562,60.0
14739.5,809472,792,1.057,0.2057,0.2679,-0.0058,0.0009,0.3924,0.00074,0.0195,56.5
14757.8,810496,793,1.065,0.2065,0.2679,-0.0048,0.0009,0.3168,0.00527,0.0256,56.5
14776.1,811520,794,1.076,0.2076,0.2679,-0.0063,0.001,0.2605,0.00229,0.0383,56.7
14793.3,812544,795,1.076,0.2076,0.2679,-0.0053,0.0004,0.2722,0.00419,0.031,60.0
14812.6,813568,796,1.075,0.2075,0.2679,-0.0093,0.0119,0.4462,0.00472,0.0164,53.5
14830.9,814592,797,1.071,0.2071,0.2679,-0.0062,0.0101,0.4286,0.00117,0.0312,56.5
14849.2,815616,798,1.075,0.2075,0.2679,-0.008,0.0027,0.2946,-0.00099,0.0251,56.6
14867.4,816640,799,1.079,0.2079,0.2679,-0.0044,0.0014,0.2494,0.00414,0.0188,56.5
14884.7,817664,800,1.079,0.2079,0.2679,-0.0072,0.0007,0.3099,0.00409,0.0442,60.1
14902.9,818688,801,1.083,0.2083,0.2679,-0.0075,0.0007,0.3639,0.00701,0.0408,56.5
14921.2,819712,802,1.09,0.209,0.2789,-0.0055,0.0128,0.2724,-0.00064,0.0251,56.5
14939.5,820736,803,1.095,0.2095,0.2789,-0.0082,0.002,0.2586,0.00275,0.0217,56.5
14956.8,821760,804,1.095,0.2095,0.2789,-0.0075,0.0006,0.337,-0.00184,0.0242,60.0
14975.0,822784,805,1.097,0.2097,0.2789,-0.0072,0.0016,0.3541,0.0031,0.0146,56.6
14993.3,823808,806,1.097,0.2097,0.2789,-0.0057,0.0035,0.3284,0.00332,0.0151,56.5
15011.6,824832,807,1.102,0.2102,0.2789,-0.0102,0.0095,0.3579,0.00667,0.0303,56.5
15029.9,825856,808,1.106,0.2106,0.2789,-0.0042,0.0093,0.2748,0.0,0.0144,56.5
15047.1,826880,809,1.106,0.2106,0.2789,-0.0071,0.001,0.2691,0.00154,0.0229,60.0
15066.4,827904,810,1.106,0.2106,0.2789,-0.0078,0.0121,0.455,0.00206,0.0259,53.5
15083.6,828928,811,1.106,0.2106,0.2789,-0.0055,0.0019,0.2969,0.00101,0.0222,60.0
15104.0,829952,812,1.095,0.2095,0.2789,-0.0095,0.0184,0.4952,0.00568,0.0249,50.7
15122.3,830976,813,1.091,0.2091,0.2789,-0.0044,0.0108,0.4475,0.00061,0.0388,56.5
15140.6,832000,814,1.093,0.2093,0.2789,-0.0097,0.0092,0.4019,0.00806,0.0562,56.5
15158.8,833024,815,1.097,0.2097,0.2789,-0.0073,0.0082,0.2891,0.00269,0.0181,56.6
15176.0,834048,816,1.097,0.2097,0.2789,-0.0105,0.0011,0.2941,0.00475,0.04,60.0
15194.3,835072,817,1.102,0.2102,0.2789,-0.0051,0.006,0.4021,0.0012,0.0137,56.5
15212.6,836096,818,1.105,0.2105,0.2789,-0.007,0.0026,0.3674,0.00329,0.0203,56.6
15230.8,837120,819,1.109,0.2109,0.2789,-0.0078,0.0019,0.3027,2e-05,0.0276,56.5
15249.2,838144,820,1.104,0.2104,0.2789,-0.005,0.0094,0.4625,-0.00078,0.022,56.5
15267.4,839168,821,1.109,0.2109,0.2789,-0.0079,0.0017,0.3134,0.00292,0.0254,56.5
15285.7,840192,822,1.117,0.2117,0.2789,-0.0087,0.0024,0.2966,0.00394,0.0464,56.5
15303.0,841216,823,1.117,0.2117,0.2789,-0.0055,0.0007,0.3607,-2e-05,0.0151,60.0
15321.2,842240,824,1.119,0.2119,0.2789,-0.0093,0.0008,0.4101,0.00625,0.0212,56.6
15339.5,843264,825,1.123,0.2123,0.2789,-0.0074,0.0071,0.2761,0.00451,0.0278,56.5
15357.8,844288,826,1.119,0.2119,0.2789,-0.008,0.009,0.4566,0.00263,0.0352,56.5
15376.0,845312,827,1.127,0.2127,0.2789,-0.0092,0.0062,0.2785,0.0028,0.0215,56.5
15394.3,846336,828,1.13,0.213,0.2789,-0.014,0.0052,0.2945,0.01782,0.0569,56.6
15412.6,847360,829,1.137,0.2137,0.2789,-0.0058,0.0051,0.3463,0.00162,0.0083,56.5
15429.8,848384,830,1.137,0.2137,0.2789,-0.0066,0.0013,0.2693,0.00534,0.0354,60.1
15449.1,849408,831,1.14,0.214,0.2789,-0.0043,0.014,0.42,0.00121,0.0181,53.5
15466.3,850432,832,1.14,0.214,0.2789,-0.0059,0.0021,0.265,0.00199,0.0215,60.0
15484.5,851456,833,1.144,0.2144,0.2789,-0.0064,0.0008,0.3485,0.0022,0.0352,57.0
15502.8,852480,834,1.153,0.2153,0.2789,-0.0111,0.0036,0.3674,0.00468,0.0154,56.5
15521.0,853504,835,1.161,0.2161,0.2789,-0.0094,0.0017,0.4068,0.00272,0.0276,56.6
15539.3,854528,836,1.164,0.2164,0.2789,-0.0067,0.004,0.3173,0.00564,0.0269,56.6
15558.6,855552,837,1.155,0.2155,0.2789,-0.0103,0.011,0.4902,0.00649,0.061,53.4
15575.9,856576,838,1.155,0.2155,0.2789,-0.0047,0.0027,0.3083,0.00101,0.0164,60.0
15594.1,857600,839,1.163,0.2163,0.2789,-0.007,0.005,0.3943,-0.00022,0.0254,56.6
15612.4,858624,840,1.171,0.2171,0.2789,-0.0036,0.0036,0.3009,0.00204,0.0264,56.5
15631.7,859648,841,1.169,0.2169,0.2789,-0.004,0.0144,0.4911,0.00201,0.0261,53.5
15650.0,860672,842,1.163,0.2163,0.2789,-0.0048,0.0061,0.476,-0.00072,0.0364,56.6
15668.3,861696,843,1.166,0.2166,0.2789,-0.0092,0.0036,0.2876,0.00066,0.0256,56.5
15685.5,862720,844,1.166,0.2166,0.2789,-0.0083,0.0028,0.3032,0.00015,0.0176,59.9
15703.7,863744,845,1.17,0.217,0.2789,-0.007,0.0015,0.4035,-0.00088,0.0188,56.6
15722.0,864768,846,1.174,0.2174,0.2789,-0.0088,0.0044,0.3479,0.00526,0.0332,56.5
15740.3,865792,847,1.17,0.217,0.2789,-0.0092,0.0065,0.4546,0.0025,0.033,56.5
15759.6,866816,848,1.169,0.2169,0.2789,-0.0111,0.0078,0.3911,0.00309,0.0254,53.5
15777.9,867840,849,1.167,0.2167,0.2789,-0.0091,0.0031,0.4096,0.00434,0.0254,56.5
15796.2,868864,850,1.166,0.2166,0.2789,-0.0029,0.0099,0.5099,0.00139,0.0071,56.6
15814.4,869888,851,1.168,0.2168,0.2789,-0.0071,0.0044,0.299,0.00213,0.0305,56.6
15832.7,870912,852,1.168,0.2168,0.2789,-0.0068,0.0054,0.4239,0.00544,0.0154,56.5
15851.0,871936,853,1.161,0.2161,0.2789,-0.0075,0.0093,0.4975,0.00453,0.0461,56.5
15869.3,872960,854,1.164,0.2164,0.2789,-0.0127,0.0056,0.3691,0.0081,0.0256,56.5
15888.6,873984,855,1.153,0.2153,0.2789,-0.0089,0.0154,0.5349,0.00238,0.03,53.4
15905.8,875008,856,1.153,0.2153,0.2789,-0.0082,0.0041,0.3386,0.00081,0.0337,60.1
15925.1,876032,857,1.151,0.2151,0.2789,-0.0058,0.0082,0.5548,0.00208,0.0151,53.5
15943.4,877056,858,1.148,0.2148,0.2789,-0.0086,0.0063,0.4521,0.00346,0.0083,56.6
15962.7,878080,859,1.146,0.2146,0.2789,-0.006,0.0172,0.5661,0.00165,0.0059,53.5
15982.0,879104,860,1.14,0.214,0.2789,-0.0047,0.013,0.5814,0.00199,0.0066,53.4
16001.4,880128,861,1.132,0.2132,0.2789,-0.007,0.0073,0.4767,-0.00086,0.0103,53.4
16019.6,881152,862,1.125,0.2125,0.2789,-0.009,0.0078,0.5508,0.00897,0.1536,56.6
16039.0,882176,863,1.114,0.2114,0.2789,-0.0109,0.0124,0.4636,0.00131,0.0229,53.4
16057.3,883200,864,1.116,0.2116,0.2789,-0.0113,0.0082,0.5381,0.00512,0.0637,56.4
16075.6,884224,865,1.114,0.2114,0.2789,-0.0048,0.0027,0.4401,0.00255,0.011,56.5
16094.9,885248,866,1.106,0.2106,0.2789,-0.0066,0.0074,0.4897,-0.00109,0.0232,53.6
16113.1,886272,867,1.099,0.2099,0.2789,-0.0068,0.0071,0.5023,-0.0011,0.0815,56.5
16133.5,887296,868,1.086,0.2086,0.2789,-0.0043,0.0183,0.4667,0.00139,0.0117,50.6
16152.9,888320,869,1.068,0.2068,0.2789,-0.0054,0.0133,0.5005,0.00184,0.0974,53.4
16172.2,889344,870,1.065,0.2065,0.2789,-0.0035,0.0121,0.4141,0.00176,0.041,53.4
16191.6,890368,871,1.049,0.2049,0.2789,-0.0048,0.0145,0.5068,0.00491,0.083,53.4
16210.9,891392,872,1.043,0.2043,0.2789,-0.0104,0.0107,0.4962,0.0036,0.0762,53.5
16229.1,892416,873,1.039,0.2039,0.2789,-0.0118,0.0025,0.3925,0.00516,0.0679,56.6
16247.4,893440,874,1.039,0.2039,0.2789,-0.0099,0.0019,0.4062,0.00307,0.0271,56.5
16266.7,894464,875,1.031,0.2031,0.2789,-0.0045,0.0182,0.4368,-0.00095,0.0164,53.5
16286.1,895488,876,1.034,0.2034,0.2789,-0.0088,0.007,0.4826,0.00416,0.0168,53.5
16304.3,896512,877,1.033,0.2033,0.2789,-0.0068,0.0019,0.3805,0.00626,0.0239,56.5
16322.6,897536,878,1.036,0.2036,0.2789,-0.0067,0.0016,0.3981,0.00199,0.0203,56.6
16340.9,898560,879,1.035,0.2035,0.2789,-0.008,0.001,0.3862,0.0053,0.041,56.5
16359.1,899584,880,1.032,0.2032,0.2789,-0.0063,0.0009,0.3935,-4e-05,0.0161,56.6
16377.4,900608,881,1.035,0.2035,0.2789,-0.0091,0.0009,0.3835,0.00445,0.0442,56.6
16395.7,901632,882,1.033,0.2033,0.2789,-0.0073,0.0013,0.372,0.002,0.0535,56.5
16413.9,902656,883,1.032,0.2032,0.2789,-0.0051,0.0009,0.3733,-3e-05,0.0112,56.6
16432.2,903680,884,1.03,0.203,0.2789,-0.0099,0.0012,0.3664,0.00485,0.0298,56.6
16450.5,904704,885,1.027,0.2027,0.2789,-0.0098,0.0009,0.3794,0.01307,0.0742,56.5
16468.7,905728,886,1.03,0.203,0.2789,-0.0094,0.0063,0.3939,0.00323,0.0454,56.6
16487.9,906752,887,1.029,0.2029,0.2789,-0.0074,0.001,0.3888,0.00283,0.0244,53.8
16506.2,907776,888,1.021,0.2021,0.2789,-0.0042,0.0069,0.4905,0.00526,0.0264,56.5
16524.5,908800,889,1.017,0.2017,0.2789,-0.0069,0.0016,0.3774,0.00182,0.0186,56.5
16542.8,909824,890,1.014,0.2014,0.2789,-0.009,0.0016,0.3854,0.00158,0.02,56.5
16561.1,910848,891,1.007,0.2007,0.2789,-0.0038,0.0063,0.3515,0.00177,0.0137,56.5
16580.4,911872,892,0.999,0.1999,0.2789,-0.0106,0.0014,0.3729,0.00345,0.052,53.4
16598.7,912896,893,0.996,0.1996,0.2789,-0.0075,0.001,0.3954,0.00172,0.0623,56.5
16616.9,913920,894,1.003,0.2003,0.2789,-0.0081,0.0011,0.3922,0.00291,0.0415,56.5
16635.2,914944,895,0.999,0.1999,0.2789,-0.0131,0.0026,0.4024,0.00638,0.0391,56.6
16653.5,915968,896,0.998,0.1998,0.2789,-0.0078,0.001,0.3892,0.00253,0.0322,56.6
16671.8,916992,897,0.99,0.199,0.2789,-0.0019,0.0074,0.4701,-0.0007,0.0188,56.5
16691.1,918016,898,0.986,0.1986,0.2789,-0.0065,0.0027,0.3964,0.00287,0.0176,53.3
16709.4,919040,899,0.984,0.1984,0.2789,-0.0059,0.001,0.4088,0.00162,0.0149,56.6
16727.7,920064,900,0.978,0.1978,0.2789,-0.0066,0.0068,0.4659,0.00376,0.0107,56.6
16745.9,921088,901,0.975,0.1975,0.2789,-0.0047,0.0041,0.4511,0.00219,0.0334,56.5
16764.2,922112,902,0.984,0.1984,0.2789,-0.0067,0.0013,0.3992,0.00395,0.0186,56.5
16782.5,923136,903,0.983,0.1983,0.2789,-0.0087,0.0008,0.3833,2e-05,0.0542,56.5
16800.8,924160,904,0.982,0.1982,0.2789,-0.006,0.0018,0.4132,-0.00104,0.0227,56.5
16820.1,925184,905,0.966,0.1966,0.2789,-0.0061,0.0109,0.4294,0.00191,0.0339,53.4
16838.4,926208,906,0.962,0.1962,0.2789,-0.0117,0.0011,0.4038,0.00872,0.064,56.5
16856.7,927232,907,0.963,0.1963,0.2789,-0.0082,0.0009,0.4064,0.00289,0.0271,56.6
16874.9,928256,908,0.966,0.1966,0.2789,-0.0083,0.0008,0.3965,0.00317,0.0469,56.6
16893.2,929280,909,0.966,0.1966,0.2789,-0.0069,0.0009,0.3859,0.00349,0.02,56.6
16911.5,930304,910,0.964,0.1964,0.2789,-0.0086,0.0006,0.3759,0.00226,0.0398,56.6
16929.8,931328,911,0.96,0.196,0.2789,-0.0084,0.0007,0.3713,0.00337,0.0239,56.5
16948.0,932352,912,0.969,0.1969,0.2789,-0.0079,0.0006,0.3647,0.00239,0.0295,56.6
16966.3,933376,913,0.965,0.1965,0.2789,-0.0075,0.0007,0.3742,0.00614,0.0403,56.5
16984.5,934400,914,0.962,0.1962,0.2789,-0.0073,0.0007,0.3613,0.00263,0.0234,56.6
17003.9,935424,915,0.95,0.195,0.2789,-0.0036,0.0126,0.4017,0.00143,0.0239,53.5
17022.1,936448,916,0.947,0.1947,0.2789,-0.0065,0.001,0.371,0.00456,0.0278,56.6
17041.4,937472,917,0.946,0.1946,0.2789,-0.0025,0.0069,0.428,-0.00107,0.0247,53.5
17059.7,938496,918,0.942,0.1942,0.2789,-0.0075,0.0016,0.3776,0.00339,0.0232,56.5
17078.0,939520,919,0.941,0.1941,0.2789,-0.0056,0.001,0.3562,0.00591,0.0562,56.6
17096.2,940544,920,0.935,0.1935,0.2789,-0.004,0.0095,0.3855,0.00186,0.0259,56.5
17114.5,941568,921,0.931,0.1931,0.2789,-0.0088,0.0012,0.3493,0.00286,0.0491,56.5
17133.8,942592,922,0.93,0.193,0.2789,-0.0062,0.0027,0.3498,0.00341,0.0132,53.4
17152.1,943616,923,0.937,0.1937,0.2789,-0.0059,0.0009,0.3622,0.00252,0.0288,56.5
17170.4,944640,924,0.933,0.1933,0.2789,-0.0066,0.0005,0.3622,0.00259,0.0286,56.5
17188.7,945664,925,0.927,0.1927,0.2789,-0.0083,0.0039,0.4139,0.00255,0.0215,56.6
17207.0,946688,926,0.924,0.1924,0.2789,-0.0057,0.0012,0.3633,0.00116,0.0137,56.5
17225.2,947712,927,0.92,0.192,0.2789,-0.0067,0.0006,0.3617,0.00158,0.0205,56.6
17243.5,948736,928,0.923,0.1923,0.2789,-0.0098,0.0034,0.3812,0.00234,0.0315,56.6
17261.7,949760,929,0.919,0.1919,0.2789,-0.007,0.0011,0.3608,0.00945,0.0493,56.6
17280.0,950784,930,0.916,0.1916,0.2789,-0.0065,0.0008,0.365,0.0018,0.0247,56.5
17298.3,951808,931,0.912,0.1912,0.2789,-0.0076,0.0008,0.3759,0.00269,0.0186,56.5
17317.7,952832,932,0.9,0.19,0.2789,-0.0057,0.0114,0.4904,0.00689,0.0667,53.4
17336.0,953856,933,0.895,0.1895,0.2789,-0.0079,0.0041,0.4051,0.00443,0.0261,56.5
17354.2,954880,934,0.891,0.1891,0.2789,-0.005,0.0014,0.3794,0.0031,0.0237,56.6
17372.5,955904,935,0.888,0.1888,0.2789,-0.009,0.0009,0.371,-0.0015,0.0229,56.6
17390.8,956928,936,0.89,0.189,0.2789,-0.0081,0.0007,0.3797,-0.0013,0.0237,56.5
17409.0,957952,937,0.89,0.189,0.2789,-0.0079,0.0005,0.359,-0.00036,0.019,56.5
17427.3,958976,938,0.887,0.1887,0.2789,-0.0068,0.0005,0.3682,0.00271,0.0181,56.5
17445.6,960000,939,0.888,0.1888,0.2789,-0.0086,0.0005,0.362,0.00614,0.0295,56.6
17464.9,961024,940,0.88,0.188,0.2789,-0.0055,0.0065,0.4543,0.0025,0.0193,53.5
17483.1,962048,941,0.878,0.1878,0.2789,-0.0048,0.0008,0.3839,-0.00047,0.0129,56.6
17501.4,963072,942,0.875,0.1875,0.2789,-0.0056,0.0006,0.3798,0.00183,0.0134,56.6
17519.7,964096,943,0.875,0.1875,0.2789,-0.0063,0.0005,0.3866,0.00427,0.0237,56.6
17537.9,965120,944,0.871,0.1871,0.2789,-0.0063,0.0007,0.3873,0.00289,0.019,56.6
17556.2,966144,945,0.865,0.1865,0.2789,-0.0073,0.0063,0.3894,0.00049,0.0193,56.6
17575.5,967168,946,0.86,0.186,0.2789,-0.01,0.0023,0.3727,0.00192,0.03,53.5
17593.8,968192,947,0.856,0.1856,0.2789,-0.0101,0.0007,0.3693,0.00562,0.0442,56.5
17612.0,969216,948,0.855,0.1855,0.2789,-0.0026,0.0038,0.3788,0.00037,0.0063,56.6
17630.3,970240,949,0.852,0.1852,0.2789,-0.0056,0.001,0.3622,0.00145,0.0208,56.5
17648.6,971264,950,0.849,0.1849,0.2789,-0.007,0.0006,0.3681,0.00312,0.0266,56.5
17667.9,972288,951,0.838,0.1838,0.2789,-0.0026,0.0023,0.3476,-0.00031,0.0186,53.4
17686.2,973312,952,0.834,0.1834,0.2789,-0.008,0.0004,0.3546,0.00106,0.0273,56.5
17704.5,974336,953,0.822,0.1822,0.2789,-0.0041,0.0102,0.345,0.0017,0.0129,56.5
17723.7,975360,954,0.823,0.1823,0.2789,-0.0091,0.0007,0.3533,0.00586,0.0781,53.9
17741.9,976384,955,0.822,0.1822,0.2789,-0.0046,0.0007,0.3542,0.00168,0.042,56.6
17760.3,977408,956,0.82,0.182,0.2789,-0.0071,0.0004,0.3346,0.00744,0.0374,56.4
17778.6,978432,957,0.817,0.1817,0.2789,-0.0045,0.0008,0.3444,0.00431,0.0298,56.5
17796.9,979456,958,0.813,0.1813,0.2789,-0.0063,0.0003,0.3341,0.00388,0.0242,56.5
17815.2,980480,959,0.809,0.1809,0.2789,-0.0067,0.0006,0.34,0.00175,0.0396,56.6
17833.5,981504,960,0.806,0.1806,0.2789,-0.0096,0.0004,0.3401,0.00047,0.03,56.6
17851.7,982528,961,0.803,0.1803,0.2789,-0.0087,0.0004,0.3295,0.00707,0.0549,56.5
17870.0,983552,962,0.799,0.1799,0.2789,-0.0075,0.0004,0.3135,0.00183,0.0464,56.5
17888.3,984576,963,0.796,0.1796,0.2789,-0.01,0.0004,0.3175,0.00532,0.0615,56.5
17906.5,985600,964,0.795,0.1795,0.2789,-0.0092,0.0004,0.3006,0.00701,0.0574,56.6
17924.8,986624,965,0.795,0.1795,0.2789,-0.0068,0.0004,0.2954,0.00127,0.0286,56.6
17943.1,987648,966,0.792,0.1792,0.2789,-0.0068,0.0004,0.2768,0.00136,0.0271,56.5
17961.4,988672,967,0.788,0.1788,0.2789,-0.0085,0.0005,0.2891,0.00103,0.0818,56.6
17979.6,989696,968,0.785,0.1785,0.2789,-0.0055,0.0004,0.3053,0.0044,0.0278,56.6
17997.9,990720,969,0.781,0.1781,0.2789,-0.0076,0.0003,0.2827,0.00608,0.0571,56.5
18016.2,991744,970,0.778,0.1778,0.2789,-0.0056,0.0003,0.286,0.00473,0.0371,56.6
18035.5,992768,971,0.766,0.1766,0.2789,-0.0027,0.0044,0.3447,0.0004,0.0132,53.5
18053.8,993792,972,0.769,0.1769,0.2789,-0.0058,0.0012,0.319,0.00061,0.0405,56.6
18072.0,994816,973,0.772,0.1772,0.2789,-0.0057,0.0023,0.3428,0.00235,0.0217,56.5
18090.3,995840,974,0.768,0.1768,0.2789,-0.0062,0.001,0.2979,0.00648,0.0332,56.5
18108.6,996864,975,0.765,0.1765,0.2789,-0.0081,0.0008,0.2822,0.00607,0.0471,56.6
18126.9,997888,976,0.761,0.1761,0.2789,-0.0049,0.0008,0.2936,0.00439,0.0295,56.5
18145.2,998912,977,0.757,0.1757,0.2789,-0.0087,0.0004,0.2825,0.00538,0.0327,56.6
18163.4,999936,978,0.753,0.1753,0.2789,-0.0082,0.0004,0.2642,0.00318,0.0261,56.6
18181.7,1000960,979,0.753,0.1753,0.2789,-0.0072,0.0004,0.2714,0.00336,0.0369,56.5
18200.0,1001984,980,0.752,0.1752,0.2789,-0.011,0.0005,0.2881,0.00841,0.0408,56.5
18218.3,1003008,981,0.748,0.1748,0.2789,-0.0056,0.0004,0.3107,0.00747,0.0405,56.5
18236.6,1004032,982,0.744,0.1744,0.2789,-0.009,0.0006,0.2976,0.00285,0.0271,56.6
18254.8,1005056,983,0.74,0.174,0.2789,-0.0065,0.0005,0.307,0.0039,0.0454,56.6
18273.1,1006080,984,0.744,0.1744,0.2789,-0.0047,0.0005,0.2951,0.0045,0.0259,56.5
18292.4,1007104,985,0.742,0.1742,0.2789,-0.0059,0.0098,0.3591,0.00248,0.0537,53.5
18310.7,1008128,986,0.749,0.1749,0.2789,-0.005,0.0011,0.3244,0.00395,0.0361,56.5
18329.0,1009152,987,0.753,0.1753,0.2789,-0.0066,0.0006,0.299,0.00765,0.0317,56.5
18347.3,1010176,988,0.754,0.1754,0.2789,-0.006,0.0072,0.1831,0.00951,0.0427,56.5
18364.5,1011200,989,0.754,0.1754,0.2789,-0.0073,0.003,0.2674,0.00587,0.0393,60.0
18382.8,1012224,990,0.751,0.1751,0.2789,-0.0035,0.0058,0.2792,0.00061,0.0271,56.5
18401.1,1013248,991,0.751,0.1751,0.2789,-0.0068,0.0028,0.296,0.0059,0.0706,56.6
18419.3,1014272,992,0.751,0.1751,0.2789,-0.0073,0.0026,0.2275,0.0094,0.0388,56.6
18436.5,1015296,993,0.751,0.1751,0.2789,-0.0057,0.0029,0.1986,0.00511,0.0366,60.0
18454.8,1016320,994,0.751,0.1751,0.2789,-0.0019,0.0055,0.3138,0.00435,0.0203,56.5
18473.1,1017344,995,0.758,0.1758,0.2789,-0.0057,0.0048,0.3,6e-05,0.0435,56.5
18491.4,1018368,996,0.758,0.1758,0.2789,-0.0039,0.0026,0.2289,0.00562,0.0415,56.5
18509.7,1019392,997,0.758,0.1758,0.2789,-0.0043,0.0024,0.1848,0.00712,0.0452,56.6
18526.9,1020416,998,0.758,0.1758,0.2789,-0.0068,0.0009,0.2587,0.00238,0.0374,60.0
18545.2,1021440,999,0.758,0.1758,0.2789,-0.0048,0.001,0.2706,0.00395,0.0615,56.6
18563.5,1022464,1000,0.757,0.1757,0.2789,-0.0025,0.0044,0.2298,0.00338,0.0198,56.5
18581.7,1023488,1001,0.764,0.1764,0.2789,-0.0066,0.003,0.1779,0.00085,0.0259,56.6
18598.9,1024512,1002,0.764,0.1764,0.2789,-0.0068,0.0008,0.1877,0.00429,0.031,60.0
18617.2,1025536,1003,0.764,0.1764,0.2789,-0.0071,0.0016,0.2616,0.00478,0.0469,56.5
18635.4,1026560,1004,0.76,0.176,0.2789,-0.0018,0.0015,0.2599,0.00197,0.0173,56.8
18653.7,1027584,1005,0.763,0.1763,0.2789,-0.0156,0.0036,0.2738,0.02062,0.0608,56.6
18672.0,1028608,1006,0.763,0.1763,0.2789,-0.0059,0.0073,0.2008,0.00106,0.0205,56.5
18689.2,1029632,1007,0.763,0.1763,0.2789,-0.0031,0.0016,0.1637,0.00076,0.0183,60.0
18707.5,1030656,1008,0.772,0.1772,0.2789,-0.0024,0.0033,0.2507,0.00616,0.0427,56.6
18725.7,1031680,1009,0.773,0.1773,0.2789,-0.0089,0.0027,0.2653,0.00825,0.0342,56.5
18744.0,1032704,1010,0.769,0.1769,0.2789,-0.0072,0.0072,0.2683,0.00167,0.0337,56.6
18762.3,1033728,1011,0.769,0.1769,0.2789,-0.0038,0.0025,0.2628,0.00334,0.0168,56.6
18780.5,1034752,1012,0.77,0.177,0.2789,-0.0054,0.0023,0.1876,0.0073,0.033,56.6
18797.8,1035776,1013,0.77,0.177,0.2789,-0.007,0.001,0.188,0.00053,0.0315,60.0
18816.0,1036800,1014,0.777,0.1777,0.2789,-0.0014,0.0014,0.2871,0.0033,0.0242,56.6
18834.3,1037824,1015,0.785,0.1785,0.2789,-0.0023,0.0014,0.2695,0.0043,0.0288,56.5
18852.6,1038848,1016,0.785,0.1785,0.2789,-0.003,0.0017,0.1685,0.00037,0.0225,56.5
18869.8,1039872,1017,0.785,0.1785,0.2789,-0.0067,0.0006,0.2341,0.0027,0.0376,60.0
18888.1,1040896,1018,0.786,0.1786,0.2841,-0.008,0.0034,0.282,0.00352,0.0212,56.6
18906.4,1041920,1019,0.793,0.1793,0.2841,-0.005,0.0013,0.1917,-0.00055,0.019,56.5
18923.6,1042944,1020,0.793,0.1793,0.2841,-0.0064,0.0006,0.1717,0.00324,0.04,60.0
18941.9,1043968,1021,0.8,0.18,0.2841,-0.0048,0.0014,0.2579,0.00273,0.0229,56.5
18960.2,1044992,1022,0.804,0.1804,0.2841,-0.0021,0.0057,0.274,0.00224,0.0193,56.6
18978.4,1046016,1023,0.805,0.1805,0.29,-0.005,0.0043,0.2695,0.00666,0.0391,56.6
18996.7,1047040,1024,0.806,0.1806,0.29,-0.0062,0.0031,0.1767,0.00531,0.0327,56.5
19014.0,1048064,1025,0.806,0.1806,0.29,-0.0042,0.0006,0.2201,0.0044,0.0195,60.0
19032.2,1049088,1026,0.804,0.1804,0.29,-0.0058,0.0082,0.265,0.00464,0.0261,56.5
19050.5,1050112,1027,0.811,0.1811,0.29,-0.0072,0.0029,0.2655,0.00965,0.0676,56.5
19068.8,1051136,1028,0.817,0.1817,0.29,-0.0054,0.0018,0.186,0.00158,0.0229,56.5
19087.1,1052160,1029,0.815,0.1815,0.29,-0.0056,0.0064,0.384,0.00491,0.0601,56.5
19104.3,1053184,1030,0.815,0.1815,0.29,-0.0053,0.0021,0.1595,0.00139,0.0291,60.0
